escuela,direccion,localidad,distrito_nro,ditrito_name,seccion_nro,seccion_name,circuito_nro,circuito_name,cant_mesas,desde,hasta,electores,georeferencia
ESC LUTERANO CONCORDIA,SANTA ANA 2011,,4,CORDOBA,1,CAPITAL,11J,SANTA ANA,16,2051,2066,5535,
ESC GENERAL MOSCONI,FERREYRA R 2324,,4,CORDOBA,1,CAPITAL,11J,SANTA ANA,6,2079,2084,2070,
ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS VILLA URQUIZA,,4,CORDOBA,1,CAPITAL,11K,VILLA GRAL URQUIZA,7,2093,2099,2401,
COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO,,4,CORDOBA,1,CAPITAL,11K,VILLA GRAL URQUIZA,7,2107,2113,2401,
INST.MARIA DE NAZARET,LOS ALAMOS 1111,,4,CORDOBA,1,CAPITAL,11L,COUNTRYS DEL OESTE,8,2118,2125,2772,
ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO 3590,,4,CORDOBA,1,CAPITAL,11M,VALLE ESCONDIDO,8,2126,2133,2712,
INSTITUTO VILLADA,CAMINO S/N,,4,CORDOBA,1,CAPITAL,11M,VALLE ESCONDIDO,6,2134,2139,2030,
ESC CONSTANCIO C VIGIL,J.LLERENA 5561,,4,CORDOBA,1,CAPITAL,12,AVELLANEDA,8,2152,2159,2718,
ESC.PROF.M.LUCIANI,CARCANO 4400,,4,CORDOBA,1,CAPITAL,12A,CARCANO,9,2167,2175,3084,
ESC RUBEN DARIO,LA CORUÑA Y MONSERRAT,,4,CORDOBA,1,CAPITAL,12B,COLON,13,2184,2196,4459,
ESC BARTOLOME HIDALGO,TEJEDOR 1958,,4,CORDOBA,1,CAPITAL,12B,COLON,7,2214,2220,2394,
ESC JUAN LARREA,LUIS BRAILE 2273,,4,CORDOBA,1,CAPITAL,12B,COLON,8,2221,2228,2736,
ESC CORONEL OLMEDO,ALTOLAGUIRRE 4060,,4,CORDOBA,1,CAPITAL,12C,CORONEL OLMEDO,14,2251,2264,4632,
ESC MONSEÑOR M DE ANDREA,17 DE JULIO 380,,4,CORDOBA,1,CAPITAL,12D,JOSE IGNACIO DIAZ,10,2265,2274,3453,
ESC PEDRO GOYENA,PJE GUASTONI 3472,,4,CORDOBA,1,CAPITAL,12D,JOSE IGNACIO DIAZ,14,2275,2288,4830,
ESC MUNICIPAL DR A SABATTINI,DIEGO DE PACHECO 4900,,4,CORDOBA,1,CAPITAL,12D,JOSE IGNACIO DIAZ,8,2289,2296,2760,
ESC MUNIC DR ARTURO H ILLIA,CHIRINO DE POSADAS ESQ.MAGUNA 4600,,4,CORDOBA,1,CAPITAL,12D,JOSE IGNACIO DIAZ,8,2297,2304,2760,
ESC MUNIC DOMINGO F SARMIENTO,MANZANA 63,,4,CORDOBA,1,CAPITAL,12D,JOSE IGNACIO DIAZ,7,2305,2311,2415,
CENTRO EDUC.ING.REGINO M.MADER,CHIRINO DE POSADAS 5400,,4,CORDOBA,1,CAPITAL,12D,JOSE IGNACIO DIAZ,8,2312,2319,2760,
ESC REPUBLICA DE COSTA RICA,RUTA 9 KM 8 1/2,,4,CORDOBA,1,CAPITAL,12E,FERREYRA,5,2343,2347,1680,
ESCUELA ADVENTISTA HECTOR RHYS,TANINGA 3152,,4,CORDOBA,1,CAPITAL,12F,JOSE HERNANDEZ,7,2410,2416,2394,
ESC PRIMARIA CARLOS M DE ALVEA,VUCETICH 6410,,4,CORDOBA,1,CAPITAL,12G,ITUZAINGO,7,2417,2423,2429,
ESC SECUNDARIA CARLOS M DE ALV,FARADAY 5721,,4,CORDOBA,1,CAPITAL,12G,ITUZAINGO,6,2439,2444,2082,
ESC DR IGNACIO DUARTE QUIROS,FARADAY 5168,,4,CORDOBA,1,CAPITAL,12G,ITUZAINGO,4,2445,2448,1385,
ESC MADRE TERESA DE CALCUTA,PALAMARA 2900,,4,CORDOBA,1,CAPITAL,12H,LOS CERVECEROS,9,2449,2457,3114,
ESC RAUL A FERREYRA,PUBLICA S/N,,4,CORDOBA,1,CAPITAL,12H,LOS CERVECEROS,9,2458,2466,3114,
ESC. PRIMARIA MARIA SALEME,RUTA 9 KM 690,,4,CORDOBA,1,CAPITAL,12I,CIUDAD DE MIS SUEÑOS,8,2482,2489,2535,
ESC ARISTOBULO DEL VALLE,M DE JAUREGUI 1657,,4,CORDOBA,1,CAPITAL,13,LEANDRO N. ALEM,10,2502,2511,3430,
ESC HENOCH D AGUIAR,J DE OLMEDO 650,,4,CORDOBA,1,CAPITAL,13A,AYACUCHO,10,2517,2526,3410,
ESC P ALBARRACIN DE SARMIENTO,NERUDA Y ACAMPES,,4,CORDOBA,1,CAPITAL,13A,AYACUCHO,12,2551,2562,4092,
ESC MUNIC DR P CARANDE CARRO,MARTINEZ PAZ 80,,4,CORDOBA,1,CAPITAL,13A,AYACUCHO,4,2563,2566,1361,
ESC FLORENCIO SANCHEZ,RUTA 111 KM 12,,4,CORDOBA,1,CAPITAL,13B,EL GATEADO,1,2567,2567,128,
ESC MUNIC J GONZALEZ,CINCO S/N° ARENALES,,4,CORDOBA,1,CAPITAL,13D,JARDIN ARENALES,8,2609,2616,2733,
ESC MODELO RACING,TREDENTINA 2160,,4,CORDOBA,1,CAPITAL,13F,NUEVA ITALIA,9,2621,2629,3110,
ESC SGTO CABRAL,P DE LEDESMA 1755,,4,CORDOBA,1,CAPITAL,13F,NUEVA ITALIA,8,2630,2637,2760,
ESC   RICARDO ROJAS,STORNI Y MONTALVO,,4,CORDOBA,1,CAPITAL,13G,PARQUE LICEO,14,2644,2657,4837,
ESC ESPIRITU SANTO,ISAAC 4847,,4,CORDOBA,1,CAPITAL,13G,PARQUE LICEO,25,2658,2682,8625,
ESC MUNIC GDOR A ZANICHELLI,STORNI S/N,,4,CORDOBA,1,CAPITAL,13G,PARQUE LICEO,7,2683,2689,2415,
ESC. PRIMARIA EVA DUARTE,BARTOLOME HIDALGO 1140,,4,CORDOBA,1,CAPITAL,13G,PARQUE LICEO,8,2690,2697,2760,
JARDIN EVA DUARTE,BARTOLOME HIDALGO 1140,,4,CORDOBA,1,CAPITAL,13G,PARQUE LICEO,1,2698,2698,345,
ESC MANUEL BELGRANO,ABRAMO 2545,,4,CORDOBA,1,CAPITAL,13H,PATRICIOS,12,2733,2744,4128,
ESC MUNIC DR D LATELLA FRIAS,H DE AYOHUMA S/N,,4,CORDOBA,1,CAPITAL,13H,PATRICIOS,5,2745,2749,1719,
ESC MUNIC DR ALFREDO ORGAZ,PUBLICA S/N,,4,CORDOBA,1,CAPITAL,13I,SAN JORGE,7,2757,2763,2415,
ESC A CAPDEVILA/ DR. B HOUSEY,A CAPDEVILA 709,,4,CORDOBA,1,CAPITAL,13J,VILLA AZALAIS,11,2768,2778,3817,
ESC JUSTO PAEZ MOLINA,J MONTAÑO 1350,,4,CORDOBA,1,CAPITAL,13J,VILLA AZALAIS,14,2811,2824,4858,
ESC VICENTE F LOPEZ,TISSERA 1551,,4,CORDOBA,1,CAPITAL,13J,VILLA AZALAIS,15,2825,2839,5205,
ESC MUNIC J A PAREDES,FCO DEL PRADO 3900,,4,CORDOBA,1,CAPITAL,13J,VILLA AZALAIS,8,2840,2847,2776,
DR JOSE RAMON IBAÑEZ,CAPDEVILLA KM 9 1/2,,4,CORDOBA,1,CAPITAL,13K,VILLA ESQUIU,7,2860,2866,2307,
ESC JORGE WASHINGTON ABALOS,CNO J MARIA KM 8 1/2,,4,CORDOBA,1,CAPITAL,13L,VILLA GRAN PARQUE,2,2867,2868,461,
ESC OLEGARIO V ANDRADE,CNO SGO DEL ESTERO KM 7 1/2,,4,CORDOBA,1,CAPITAL,13M,CAMINO A COLONIA TIROLESA,2,2869,2870,431,
COLEGIO LA SALLE,AV MARTINOLI 3950,,4,CORDOBA,1,CAPITAL,14,ARGUELLO,15,2897,2911,5139,
COLEGIO DEL CARMEN,RECTA MARTINOLI,,4,CORDOBA,1,CAPITAL,14,ARGUELLO,6,2912,2917,2052,
ESC RICARDO NASSIF,MARTIN FERMIN,,4,CORDOBA,1,CAPITAL,14A,ARGUELLO NORTE,12,2931,2942,4140,
ESC MARTHA A SALOTTI,PUBLICA S/N,,4,CORDOBA,1,CAPITAL,14A,ARGUELLO NORTE,12,2952,2963,4140,
ESC JAVIER VILLAFAÑE,MANUEL CALVIÑO ESQ MARIMON,,4,CORDOBA,1,CAPITAL,14A,ARGUELLO NORTE,7,2964,2970,2415,
ESC MUNIC RAUL V MARTINEZ,NILO PECANHA S/N,,4,CORDOBA,1,CAPITAL,14B,ARGUELLO PRIMERO,8,2979,2986,2730,
ESC INGENIERO VICTOR REE,FDO FADER ° 3821,,4,CORDOBA,1,CAPITAL,14D,CERRO DE LAS ROSAS,9,3007,3015,2970,
ESC JUAN ZORRILA DE SAN MARTIN,JOSE E BUSTOS 1875,,4,CORDOBA,1,CAPITAL,14D,CERRO DE LAS ROSAS,11,3016,3026,3624,
ESC JUAN MARIA GUTIERREZ,BV LOS ALEMANES 4200,,4,CORDOBA,1,CAPITAL,14G,LOS BOULEVARES,9,3076,3084,3033,
ESC. F. LELOIR,LOS POLACOS 6072,,4,CORDOBA,1,CAPITAL,14G,LOS BOULEVARES,10,3085,3094,3370,
ESC MAESTROS PUNTANOS,CINCO 25,,4,CORDOBA,1,CAPITAL,14I,SANTA CECILIA,7,3109,3115,2366,
ESC MUNIC ARSENIO MURUGARREN,PIZARRO Y GRASS,,4,CORDOBA,1,CAPITAL,14I,SANTA CECILIA,9,3116,3124,3040,
ESC   REPUBLICA DE PANAMA,TRECE BIS,,4,CORDOBA,1,CAPITAL,14J,URCA,7,3125,3131,2352,
ESC   REPUBLICA DEL LIBANO,IGARZABAL 1250,,4,CORDOBA,1,CAPITAL,14J,URCA,9,3132,3140,3017,
INST SEC REPUBLICA DE ITALIA,DONACIANO DEL CAMPILLO 851,,4,CORDOBA,1,CAPITAL,14J,URCA,8,3141,3148,2680,
JARDIN MATERNAL TRAVESURAS,MULUCHES S/N,,4,CORDOBA,1,CAPITAL,14K,VILLA ALLENDE PARQUE,3,3157,3159,996,
ESC   NUEVA JUAN MANTOVANI,AVOGADRO Y GAUSS,,4,CORDOBA,1,CAPITAL,14L,VILLA BELGRANO,8,3160,3167,2740,
ESC PRIMERA JUNTA,C DE ARREDONDO 4446,,4,CORDOBA,1,CAPITAL,14M,VILLA CENTENARIO,12,3187,3198,4156,
ESC LUZ VIEYRA MENDEZ,OB MOSCOSO Y PERALRA 2772,,4,CORDOBA,1,CAPITAL,14M,VILLA CENTENARIO,4,3199,3202,1384,
ESC MUNIC DR HORACIO GARCIA,PUBLICA S/N°,,4,CORDOBA,1,CAPITAL,14N,VILLA CORNU,8,3203,3210,2675,
INSTITUTO LEON XIII,AV BODEREAU 7850,,4,CORDOBA,1,CAPITAL,14O,VILLA 9 DE JULIO,15,3217,3231,5025,
INST. TEC. ISAAC NEWTON,MOLINO DE TORRES 6635,,4,CORDOBA,1,CAPITAL,14Q,VILLA WARCALDE,4,3251,3254,1266,
IPEA Y T 347,J LUIS DE CABRERA ESQ ACONCAGUA,,4,CORDOBA,2,CALAMUCHITA,17,EMBALSE,12,3262,3273,4073,
ESCUELA B. ROLDAN,TUCUMAN 121,,4,CORDOBA,2,CALAMUCHITA,17,EMBALSE,10,3274,3283,3390,
COLEGIO SAGRADO CORAZON,AV DON BOSCO 101,,4,CORDOBA,2,CALAMUCHITA,19,LOS CONDORES,4,3298,3301,1308,
COLEGIO ARGENTINO GERMANO,LOS INCAS 171,,4,CORDOBA,2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,7,3324,3330,2408,
ESC ELOY GOMEZ ANEXO (PRIMARIA,VILLA CIUDAD PQUE LOS REARTES,,4,CORDOBA,2,CALAMUCHITA,20B,VI.CIUD.PQUE.LOS REARTES,4,3331,3334,1368,
ESC. DR. JUAN M. ALBARENQUE,PUBLICA,,4,CORDOBA,2,CALAMUCHITA,21,LAS BAJADAS,1,3335,3335,278,
ESC PROV PRIMERA JUNTA,AMADEO SABATTINI 143,,4,CORDOBA,2,CALAMUCHITA,24,RUMIPAL,8,3345,3352,2662,
ESC.PROV.ALMIRANTE BROWN,SARMIENTO 279,,4,CORDOBA,2,CALAMUCHITA,24A,VILLA DEL DIQUE,11,3353,3363,3550,
ESC. PROV.M. MORENO,SANTA ROSA,,4,CORDOBA,2,CALAMUCHITA,26,SANTA ROSA,12,3388,3399,4056,
COLEGIO NAC. DR.D.V. SARSFIELD,SANTA ROSA,,4,CORDOBA,2,CALAMUCHITA,26,SANTA ROSA,13,3400,3412,4394,
ESC BARTOLOME MITRE,PUBLICA S/N,,4,CORDOBA,2,CALAMUCHITA,328A,LA CUMBRECITA,3,3415,3417,834,
ESC ELADIO DIEZ,ALVEAR ESQ SARMIENTO,,4,CORDOBA,3,COLON,28,CALERA,8,3428,3435,2736,
IPET 83 RENE FAVALORO,ARTURO ILLIA 505,,4,CORDOBA,3,COLON,30,COLONIA TIROLESA,11,3574,3584,3630,
ESC.PROV.V.MERCANTE,AGUA DE ORO,,4,CORDOBA,3,COLON,31A,AGUA DE ORO,4,3597,3600,1384,
INST SECUNDARIO AGUA DE ORO,AV BELGRANO S/N,,4,CORDOBA,3,COLON,31A,AGUA DE ORO,3,3601,3603,1036,
PTE DOMINGO F SARMIENTO,CORDOBA 1050,,4,CORDOBA,3,COLON,33,JESUS MARIA,15,3612,3626,5190,
ESC.DR. J.M.ESTRADA N° 221,CATAMARCA Y ESTRADA,,4,CORDOBA,3,COLON,33,JESUS MARIA,13,3640,3652,4497,
ESC.PROV.1ER.TTE.MORANDINI,CHILE 222,,4,CORDOBA,3,COLON,33,JESUS MARIA,12,3653,3664,4140,
ESC PROV LEOPOLDO LUGONES,VILLA LOS LLANOS 225,,4,CORDOBA,3,COLON,34,JUAREZ CELMAN,11,3699,3709,3792,
ESC PROV SARGENTO CABRAL,PUBLICA S/N,,4,CORDOBA,3,COLON,36,LA PUERTA,2,3773,3774,349,
ESC.PROV.M.FRAGUEIRO,AVENIDA SAN MARTIN 4519,,4,CORDOBA,3,COLON,37,RIO CEBALLOS,13,3788,3800,4446,
I.P.E.M.144-MARIANO MORENO,SALTA 191,,4,CORDOBA,3,COLON,37,RIO CEBALLOS,12,3801,3812,4094,
INSTITUTO DEL ESPIRITU SANTO,AV. SAN MARTIN 5109,,4,CORDOBA,3,COLON,37,RIO CEBALLOS,12,3813,3824,4092,
ESC.CONSTANCIO C. VIGIL,Primero de MAYO 112,,4,CORDOBA,3,COLON,37,RIO CEBALLOS,7,3825,3831,2387,
JARDIN LA RECONQUISTA,RIVADAVIA,,4,CORDOBA,3,COLON,38,SALSIPUEDES,2,3832,3833,672,
INST SECUNDARIO SALSIPUEDES,AV BELGRANO 178,,4,CORDOBA,3,COLON,38,SALSIPUEDES,8,3834,3841,2688,
ESC.PROV. J.MALDONADO,DESIDERIO TORRES 360,,4,CORDOBA,3,COLON,38,SALSIPUEDES,12,3842,3853,4032,
ESCUELA RECONQUISTA,CERRITO,,4,CORDOBA,3,COLON,38,SALSIPUEDES,7,3854,3860,2351,
I.P.E.M. N° 23,SPILIMBERGO 869,,4,CORDOBA,3,COLON,40,UNQUILLO,9,3880,3888,3122,
I.P.E.M. N° 78,COSTANERA 750,,4,CORDOBA,3,COLON,40,UNQUILLO,15,3889,3903,5190,
ESC.PROV. D.F.SARMIENTO,MALVINAS ARGENTINAS Y SARMIENTO,,4,CORDOBA,3,COLON,40A,MENDIOLAZA,11,3926,3936,3729,
ESC.PROV. J.DE SAN MARTIN,GOYCOECHEA 150,,4,CORDOBA,3,COLON,41,VILLA ALLENDE,13,3958,3970,4511,
IPEM 130 RAUL DEL LLANO,DERQUI 635,,4,CORDOBA,3,COLON,41,VILLA ALLENDE,8,4028,4035,2768,
JARDIN NOGAL HISTORICO,25 DE MAYO 109,,4,CORDOBA,3,COLON,41A,SALDAN,2,4036,4037,692,
ESCUELA DANDELION,9 DE JULIO 362,,4,CORDOBA,3,COLON,41A,SALDAN,6,4065,4070,2070,
ESC.PROV.D.F.SARMIENTO,IRIGOYEN 247,,4,CORDOBA,4,CRUZ DEL EJE,44,CRUZ DEL EJE,13,4100,4112,4459,
ESC.E. BAVIO,PELLEGRINI 180,,4,CORDOBA,4,CRUZ DEL EJE,44,CRUZ DEL EJE,13,4113,4125,4459,
IPEM 273 M. BELGRANO,PELLEGRINI 445,,4,CORDOBA,4,CRUZ DEL EJE,44,CRUZ DEL EJE,12,4142,4153,4116,
ESC.PROV.M.MORENO,LOS SAUCES,,4,CORDOBA,4,CRUZ DEL EJE,49,LOS SAUCES,1,4170,4170,91,
ESC. R.S. DE CALDELARI,LOS LEONES,,4,CORDOBA,4,CRUZ DEL EJE,53A,LOS LEONES,1,4183,4183,58,
ESC.PROV. J.J. PASO,MARIANO MORENO,,4,CORDOBA,5,GENERAL ROCA,58,BRUZONE,1,4230,4230,262,
ESC PROV JOSE MARIA PAZ,AV MANNY S/N,,4,CORDOBA,5,GENERAL ROCA,59,BUCHARDO,6,4231,4236,1777,
COLEGIO NAC. L.V.MANSILLA,SAN MARTIN 650,,4,CORDOBA,5,GENERAL ROCA,61,HUINCA RENANCO,7,4262,4268,2405,
ESC DR BENJAMIN DUPONT,LAVALLE S/N,,4,CORDOBA,5,GENERAL ROCA,62,ITALO,4,4269,4272,1068,
ESC.PROV. SAN LUIS,TUCUMAN 225,,4,CORDOBA,5,GENERAL ROCA,66,MATTALDI,5,4287,4291,1635,
ESC. ING.A.EBELOT,FELIPA ROSALES,,4,CORDOBA,5,GENERAL ROCA,68,PINCEN,1,4293,4293,255,
ESC.PROV.M.BELGRANO,PASCO 327,,4,CORDOBA,5,GENERAL ROCA,70,VILLA HUIDOBRO,7,4303,4309,2345,
ESC.PROV. A.ARGENTINA,CORDOBA 301,,4,CORDOBA,6,GRAL SAN MARTIN,73,ARROYO ALGODON,5,4320,4324,1521,
ESC.PROV.D.V.SARSFIELD,RIVADAVIA 410,,4,CORDOBA,6,GRAL SAN MARTIN,74,ARROYO CABRAL,4,4330,4333,1317,
ESC PROV M R DE LA TORRE,DIESCISEIS 582,,4,CORDOBA,6,GRAL SAN MARTIN,76,CHAZON,3,4337,4339,1024,
INSTITUTO SEC. GRAL PAZ,BV.SRMIENTO Y S.NICOLA 390,,4,CORDOBA,6,GRAL SAN MARTIN,77,ETRURIA,5,4340,4344,1691,
ESC ESTEBAN ECHEVERRIA,GENERAL PAZ 556,,4,CORDOBA,6,GRAL SAN MARTIN,78,LA LAGUNA,4,4351,4354,1384,
ESC.PROV.J.V.GONZALEZ,9 DE JULIO 350,,4,CORDOBA,6,GRAL SAN MARTIN,80,LUCA,2,4364,4365,587,
ESC.R.DE ESCALADA,TIO PUJIO,,4,CORDOBA,6,GRAL SAN MARTIN,88,TIO PUJIO,12,4382,4393,3192,
ESCUELA J.MARMOL,NAC. UNIDAS 385,,4,CORDOBA,6,GRAL SAN MARTIN,89,VILLA MARIA,10,4394,4403,3470,
ESC.DR. J.BIANCO,BELGRANO 302,,4,CORDOBA,6,GRAL SAN MARTIN,89,VILLA MARIA,12,4404,4415,4164,
INSTITUTO DEL ROSARIO,BV.ALVEAR 68,,4,CORDOBA,6,GRAL SAN MARTIN,89,VILLA MARIA,30,4426,4455,10410,
INST.LA SANTISIMA TRINIDAD,SARSFIELD 1072,,4,CORDOBA,6,GRAL SAN MARTIN,89,VILLA MARIA,26,4456,4481,9022,
ESC.N.V.MERCANTE,SOBRAL 378,,4,CORDOBA,6,GRAL SAN MARTIN,89,VILLA MARIA,29,4496,4524,10063,
IPEM N°275 EX COLEGIO NACIONAL,S.DEL ESTERO 618,,4,CORDOBA,6,GRAL SAN MARTIN,89,VILLA MARIA,15,4525,4539,5200,
I.P.E.T. N° 2,J.MULLER 651,,4,CORDOBA,6,GRAL SAN MARTIN,89,VILLA MARIA,14,4552,4565,4844,
INSTITUTO SAN ANTONIO,RUCCI 141,,4,CORDOBA,6,GRAL SAN MARTIN,89,VILLA MARIA,11,4587,4597,3806,
INSTITUTO SEC. M.BELGRANO,M.A.OCAMPO 1836,,4,CORDOBA,6,GRAL SAN MARTIN,89,VILLA MARIA,5,4598,4602,1730,
INSTITUTO INMAC.CONCEPCION,CABANILLAS 400,,4,CORDOBA,6,GRAL SAN MARTIN,90,VILLA NUEVA,10,4627,4636,3410,
ESC.M.BELGRANO,BELGRANO 662,,4,CORDOBA,6,GRAL SAN MARTIN,90,VILLA NUEVA,11,4637,4647,3746,
ESC.REP.DE BOLIVIA,D.FUNES 1250,,4,CORDOBA,6,GRAL SAN MARTIN,90,VILLA NUEVA,7,4648,4654,2380,
JAR.BME.MITRE,SAN MARTIN 355,,4,CORDOBA,6,GRAL SAN MARTIN,90,VILLA NUEVA,3,4655,4657,1020,
ESC LIB GRAL SAN MARTIN,PUBLICA S/N,,4,CORDOBA,7,ISCHILIN,91B,LOS POZOS,1,4661,4661,131,
ESC.M.J.G.DE BELGRANO - JERONIMO L DE CABRERA -  L ALGARROBOS 451,JERONIMO L DE CABRERA,,4,CORDOBA,7,ISCHILIN,95,DEAN FUNES,10,4678,4687,3450,
ESC.AMANDA SUAREZ CORDOBA,SANTA ROSA ESQ. AMADEO SABATTINI,,4,CORDOBA,7,ISCHILIN,95,DEAN FUNES,7,4718,4724,2408,
ESCUELA FERNANDO FADER,PUBLICA S/N,,4,CORDOBA,7,ISCHILIN,97,ISCHILIN,1,4727,4727,65,
ESC.EL GRAN CAPITAN,SARMIENTO 25,,4,CORDOBA,8,JUAREZ CELMAN,102,ALEJANDRO,8,4747,4754,2768,
ESC.MISIONEROS SALESIANOS,ALEJANDRO,,4,CORDOBA,8,JUAREZ CELMAN,102,ALEJANDRO,7,4755,4761,2415,
ESC.FRAY PIO BENTIVOGLIO,MAIPU 962,,4,CORDOBA,8,JUAREZ CELMAN,106,CABRERA,7,4783,4789,2380,
ESC.PROV.E.F.OLMOS,20 DE SEPTIEMBRE 584,,4,CORDOBA,8,JUAREZ CELMAN,106,CABRERA,7,4790,4796,2374,
ESC TTE CNEL J DUATE ARDOY,SARMIENTO 182,,4,CORDOBA,8,JUAREZ CELMAN,108,CHARRAS,4,4803,4806,1086,
ESC.ESPECIAL AMANECER,SAAVEDRA 271,,4,CORDOBA,8,JUAREZ CELMAN,109,DEHEZA,6,4807,4812,2046,
ESC.PROV.GRAL SAN MARTIN,BV SAN MARTIN 251,,4,CORDOBA,8,JUAREZ CELMAN,109,DEHEZA,11,4819,4829,3740,
INST.NTA.M.DE LAS MERCEDES,9 DE JULIO 271,,4,CORDOBA,8,JUAREZ CELMAN,112,LA CARLOTA,9,4842,4850,3051,
ESC.NAC.DE COMERCIO,V.SARSFIELD 651,,4,CORDOBA,8,JUAREZ CELMAN,112,LA CARLOTA,12,4851,4862,4068,
ESCUELA PROV.FRENCH Y BERUTTI,25 DE MAYO 135,,4,CORDOBA,8,JUAREZ CELMAN,114,OLAETA,2,4878,4879,656,
ESC.CAP. F.D.ZARCO,MANUEL DE LA LASTRA 623,,4,CORDOBA,8,JUAREZ CELMAN,116,REDUCCION,5,4880,4884,1497,
INSTITUTO SEC. V.SARSFIELD,LEANDRO N ALEM,,4,CORDOBA,9,MARCOS JUAREZ,119,ALEJO LEDESMA,4,4908,4911,1264,
ESC.PROV.D.F.SARMIENTO,LEANDRO N ALEM,,4,CORDOBA,9,MARCOS JUAREZ,119,ALEJO LEDESMA,4,4914,4917,1261,
ESC.R.ESCALADA DE SAN MARTIN,AV. ESPAÑA 799,,4,CORDOBA,9,MARCOS JUAREZ,120,ARIAS,10,4918,4927,3430,
ESC.PROV.SGTO.CABRAL,INTENDENTE MELQUIOT 922,,4,CORDOBA,9,MARCOS JUAREZ,120,ARIAS,9,4928,4936,3079,
ESC JUAN BAUTISTA ALBERDI,SAN MARTIN,,4,CORDOBA,9,MARCOS JUAREZ,123,CAMILO ALDAO,5,4951,4955,1720,
ESC.SEC.TOMAS THOMAS,CORDOBA 138,,4,CORDOBA,9,MARCOS JUAREZ,124,CAVANAGH,4,4956,4959,1065,
INST. SUP. JOSE MANUEL ESTRADA,SANTA FE 665,,4,CORDOBA,9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,9,4960,4968,3106,
ESC DALMACIO VELEZ SARSFIELD,AV CORDOBA 324,,4,CORDOBA,9,MARCOS JUAREZ,127,GUATIMOZIN,7,5005,5011,2108,
INST SEC ISLA VERDE,LIBERTAD 446,,4,CORDOBA,9,MARCOS JUAREZ,129,ISLA VERDE,12,5023,5034,4111,
ESC.PROV.GRAL SAN MARTIN,ISLAS MALVINAS,,4,CORDOBA,9,MARCOS JUAREZ,130,LA ITALIANA,2,5035,5036,674,
ESC NORMAL SUP DR M BELGRANO,R SAENZ PEÑA Y S DEL ESTERO,,4,CORDOBA,9,MARCOS JUAREZ,133,MARCOS JUAREZ,16,5086,5101,5488,
ESC ROQUE SAENZ PEÑA,ROCA,,4,CORDOBA,9,MARCOS JUAREZ,136,ROCA,5,5161,5165,1655,
ESC PROV COMTE ROSENDO LEAL,CESAR MANUEL VERA S/N,,4,CORDOBA,10,MINAS,138,CIENAGA DEL CORO,3,5172,5174,946,
ESC.PROV.FRAY M.ESQUIU,PUBLICA,,4,CORDOBA,10,MINAS,138B,RUMIHUASI,1,5176,5176,103,
ESC PROV GREGORIA PEREZ,PUBLICA S/N,,4,CORDOBA,10,MINAS,140,LA ARGENTINA,1,5183,5183,192,
ESC ROQUE SAENZ PEÑA,LOS TALARES,,4,CORDOBA,11,POCHO,146C,LOS TALARES,1,5211,5211,140,
INST SERVILIANO DIAZ,SAN MARTIN 675,,4,CORDOBA,12,PUNILLA,147,BIALET MASSE,6,5212,5217,2058,
INST NTA SRA DEL ROSARIO,BIALET MASSE,,4,CORDOBA,12,PUNILLA,147,BIALET MASSE,6,5218,5223,2053,
ESC DR BIALET MASSE,ROQUE SAENZ PEÑA 91,,4,CORDOBA,12,PUNILLA,147,BIALET MASSE,6,5224,5229,2052,
COLEGIO PARROQUIAL PIO XII,OBISPO BUSTOS 816,,4,CORDOBA,12,PUNILLA,150,COSQUIN,11,5275,5285,3773,
IPEM N°60 M MORENO(EX IPET 13),PALEMON CARRANZA 1085,,4,CORDOBA,12,PUNILLA,150,COSQUIN,9,5286,5294,3087,
IPEM N°157-PTE SARMIENTO,P CARRANZA 940,,4,CORDOBA,12,PUNILLA,150,COSQUIN,8,5295,5302,2744,
ESC NORMAL SUP R SAENZ PEÑA,SAN MARTIN 394,,4,CORDOBA,12,PUNILLA,150,COSQUIN,8,5303,5310,2744,
ESC TTE GRAL JULIO A ROCA,SAN MARTIN Y SARMIENTO S/N,,4,CORDOBA,12,PUNILLA,150,COSQUIN,13,5311,5323,4459,
I.P.E.M N° 200,ARRABARRENA ESQ PROV UNIDAS S/N,,4,CORDOBA,12,PUNILLA,152,HUERTA GRANDE,10,5344,5353,3350,
ESC M E H DE GONZALEZ ELIZALDE,RIO NEGRO S/N,,4,CORDOBA,12,PUNILLA,153,LA CUMBRE,6,5370,5375,2040,
INSTITUTO GRAL SAN MARTIN,9 DE JULIO 564,,4,CORDOBA,12,PUNILLA,153,LA CUMBRE,8,5376,5383,2713,
ESC JOSEFA MARIA BUSTOS,ALBERDI 277,,4,CORDOBA,12,PUNILLA,153,LA CUMBRE,7,5384,5390,2373,
ESC JOSE MARIA PAZ,HIPOLITO YRIGOYEN 431,,4,CORDOBA,12,PUNILLA,154,LA FALDA,7,5391,5397,2408,
IPEM N°142 JOAQUIN V GONZALEZ,SAN GERONIMO Y LAS AMERICAS S/N,,4,CORDOBA,12,PUNILLA,154,LA FALDA,11,5398,5408,3782,
