escuela,direccion,barrio,seccion_nro,seccion_name,circuito_nro,circuito_name,cant_mesas,desde,hasta,electores,ciudad,provincia,pais,geo,Latitud,Longitud,Encontrado,Calidad,Origen
ESCUELA CURA ELEODORO FIERRO,RAMON J CARCANO 135,B°GOB A SABATTINI,21,SANTA MARIA,316,ALTA GRACIA,13,7767,7779,4472,ALTA GRACIA,Córdoba,Argentina,"RAMON J CARCANO 135, ALTA GRACIA, Córdoba, Argentina",,,,No Match,Google
ESC PTE HIPOLITO IRIGOYEN,RIVADAVIA 49,B°GRAL BUSTOS,21,SANTA MARIA,316,ALTA GRACIA,5,7805,7809,1720,ALTA GRACIA,Córdoba,Argentina,"RIVADAVIA 49, ALTA GRACIA, Córdoba, Argentina",,,,No Match,Google
IPEM N° 118-JUANA AZURDUY,SALOMON PALACIOS,,21,SANTA MARIA,316A,ANIZACATE,6,7810,7815,2040,ANIZACATE,Córdoba,Argentina,"SALOMON PALACIOS, ANIZACATE, Córdoba, Argentina",,,,No Match,Google
ESC PROV CATALINA E DE BARON,ANICETO GRANADO S/N,,21,SANTA MARIA,316E,LOS CEDROS,4,7828,7831,1219,LOS CEDROS,Córdoba,Argentina,"ANICETO GRANADO S/N, LOS CEDROS, Córdoba, Argentina",,,,No Match,Google
IPET N°118 AZURDUY (CIRC 316A),SALOMON PALACIOS S/N,,21,SANTA MARIA,316F,VALLE DE ANIZACATE,3,7832,7834,1040,VALLE DE ANIZACATE,Córdoba,Argentina,"SALOMON PALACIOS S/N, VALLE DE ANIZACATE, Córdoba, Argentina",,,,No Match,Google
ESCUELA ATAHULPA YUPANQUI,SARMIENTO S/N,,21,SANTA MARIA,316H,VILLA LA BOLSA,4,7840,7843,1103,VILLA LA BOLSA,Córdoba,Argentina,"SARMIENTO S/N, VILLA LA BOLSA, Córdoba, Argentina",,,,No Match,Google
ESC PROV B DE MONTEAGUDO,CALLE PUBLICA P/ANIZACATE,,21,SANTA MARIA,317,BAJO CHICO,1,7856,7856,324,BAJO CHICO,Córdoba,Argentina,"CALLE PUBLICA P/ANIZACATE, BAJO CHICO, Córdoba, Argentina",,,,No Match,Google
OLEGARIO V ANDRADE (CIRC 322),PUBLICA S/N -COSME NORTE,,21,SANTA MARIA,320,BUENA VISTA,1,7864,7864,19,BUENA VISTA,Córdoba,Argentina,"PUBLICA S/N -COSME NORTE, BUENA VISTA, Córdoba, Argentina",,,,No Match,Google
ESC PROV OLEGARIO V ANDRADE,PUBLICA S/N,,21,SANTA MARIA,322,COSME,1,7865,7865,48,COSME,Córdoba,Argentina,"PUBLICA S/N, COSME, Córdoba, Argentina",,,,No Match,Google
ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,,21,SANTA MARIA,324,FALDA DEL CARMEN,5,7884,7888,1433,FALDA DEL CARMEN,Córdoba,Argentina,"PUBLICA S/N, FALDA DEL CARMEN, Córdoba, Argentina",,,,No Match,Google
ESC PROV FRAY J S MARIA DE ORO,CRUCERO GENERAL BELGRANO S/N,,21,SANTA MARIA,326B,BARRIO PRIMERO DE MAYO,5,7925,7929,1730,BARRIO PRIMERO DE MAYO,Córdoba,Argentina,"CRUCERO GENERAL BELGRANO S/N, BARRIO PRIMERO DE MAYO, Córdoba, Argentina",,,,No Match,Google
JARDIN MARTIN M DE GUEMES,PUBLICA S/N,,21,SANTA MARIA,326C,SAN NICOLAS,2,7936,7937,614,SAN NICOLAS,Córdoba,Argentina,"PUBLICA S/N, SAN NICOLAS, Córdoba, Argentina",,,,No Match,Google
ESC.DELL'ARMELLINA,ITALIA,,21,SANTA MARIA,327,MONTE RALO,2,7938,7939,481,MONTE RALO,Córdoba,Argentina,"ITALIA, MONTE RALO, Córdoba, Argentina",,,,No Match,Google
ESC IPEM 32-EST POT DE GARAY,LAS MONJITAS S/N,,21,SANTA MARIA,328,POTRERO DE GARAY,4,7940,7943,1363,POTRERO DE GARAY,Córdoba,Argentina,"LAS MONJITAS S/N, POTRERO DE GARAY, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.J.B.CABRAL,PUBLICA,,21,SANTA MARIA,329,SAN CLEMENTE,1,7947,7947,201,SAN CLEMENTE,Córdoba,Argentina,"PUBLICA, SAN CLEMENTE, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.FCO.PASCACIO MORENO,POZO NUEVO,,22,SOBREMONTE,332,POZO NUEVO,2,7966,7967,547,POZO NUEVO,Córdoba,Argentina,"POZO NUEVO, POZO NUEVO, Córdoba, Argentina",,,,No Match,Google
ESC PROV MARIANO MORENO,PUBLICA S/N,,22,SOBREMONTE,334,CHUÑAHUASI,1,7970,7970,337,CHUÑAHUASI,Córdoba,Argentina,"PUBLICA S/N, CHUÑAHUASI, Córdoba, Argentina",,,,No Match,Google
ESC.M.G.PONCE,DUSSAN ALACEVICH 86,,23,TERCERO ARRIBA,337,ASCASUBI,7,8010,8016,2309,ASCASUBI,Córdoba,Argentina,"DUSSAN ALACEVICH 86, ASCASUBI, Córdoba, Argentina",,,,No Match,Google
ESC PROV JUAN B ALBERDI,SANTA ROSA 171,,23,TERCERO ARRIBA,337A,CNIA ALMADA,2,8017,8018,562,CNIA ALMADA,Córdoba,Argentina,"SANTA ROSA 171, CNIA ALMADA, Córdoba, Argentina",,,,No Match,Google
ESC PROV GRAL J DE SAN MARTIN,PABLO A PIZZURNO 149,,23,TERCERO ARRIBA,338,CORRALITO,5,8019,8023,1695,CORRALITO,Córdoba,Argentina,"PABLO A PIZZURNO 149, CORRALITO, Córdoba, Argentina",,,,No Match,Google
ESC VICENTE LOPEZ Y PLANES,SAN MARTIN 346,,23,TERCERO ARRIBA,343,LOS ZORROS,2,8086,8087,621,LOS ZORROS,Córdoba,Argentina,"SAN MARTIN 346, LOS ZORROS, Córdoba, Argentina",,,,No Match,Google
ESC.PROV. REYES CATOLICOS,RIVADAVIA 198,,23,TERCERO ARRIBA,346,PAMPAYASTA SUD,4,8123,8126,1274,PAMPAYASTA SUD,Córdoba,Argentina,"RIVADAVIA 198, PAMPAYASTA SUD, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.S.A.GUTIERREZ,PUBLICA,,23,TERCERO ARRIBA,347,PUNTA DEL AGUA,1,8127,8127,226,PUNTA DEL AGUA,Córdoba,Argentina,"PUBLICA, PUNTA DEL AGUA, Córdoba, Argentina",,,,No Match,Google
ESC PROV MODESTO ACUÑA,AMINTA R DE HERRERA 455,,23,TERCERO ARRIBA,348,RIO TERCERO,12,8129,8140,4152,RIO TERCERO,Córdoba,Argentina,"AMINTA R DE HERRERA 455, RIO TERCERO, Córdoba, Argentina",,,,No Match,Google
ESC GREGORIA I PEREZ,ANGELINA ORTIZ ESQ INDEPENDENCIA S/N,,23,TERCERO ARRIBA,348,RIO TERCERO,10,8205,8214,3450,RIO TERCERO,Córdoba,Argentina,"ANGELINA ORTIZ ESQ INDEPENDENCIA S/N, RIO TERCERO, Córdoba, Argentina",,,,No Match,Google
INST LINO ENEAS SPILIMBERGO,INT.DE BUENO Y SAN PEDRO,,23,TERCERO ARRIBA,348,RIO TERCERO,4,8241,8244,1380,RIO TERCERO,Córdoba,Argentina,"INT.DE BUENO Y SAN PEDRO, RIO TERCERO, Córdoba, Argentina",,,,No Match,Google
ESC PROV GRAL BATOLOME MITRE,SAN JUAN ESQ BELGRANO,,23,TERCERO ARRIBA,349A,GENERAL FOTHERINGHAM,1,8268,8268,340,GENERAL FOTHERINGHAM,Córdoba,Argentina,"SAN JUAN ESQ BELGRANO, GENERAL FOTHERINGHAM, Córdoba, Argentina",,,,No Match,Google
ESC PROV BERNARDINO RIVADAVIA,PUBLICA S/N,,24,TOTORAL,351A,LA PAMPA,3,8275,8277,729,LA PAMPA,Córdoba,Argentina,"PUBLICA S/N, LA PAMPA, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.J.F.KENNEDY,LIDORO CENTURION 324,,24,TOTORAL,352,LAS PEÑAS,5,8278,8282,1715,LAS PEÑAS,Córdoba,Argentina,"LIDORO CENTURION 324, LAS PEÑAS, Córdoba, Argentina",,,,No Match,Google
ESC PROV PEDRO N ARIAS,PUBLICA S/N,,24,TOTORAL,352A,LOS MISTOLES,1,8283,8283,149,LOS MISTOLES,Córdoba,Argentina,"PUBLICA S/N, LOS MISTOLES, Córdoba, Argentina",,,,No Match,Google
ESC PROV GREGORIA MATORRAS,PUBLICA S/N,,24,TOTORAL,354,SANTA CATALINA,1,8285,8285,251,SANTA CATALINA,Córdoba,Argentina,"PUBLICA S/N, SANTA CATALINA, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.F.AMEGHINO,PUBLICA,,24,TOTORAL,356,SIMBOLAR,1,8290,8290,330,SIMBOLAR,Córdoba,Argentina,"PUBLICA, SIMBOLAR, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.CNEL. PRINGLES,PUBLICA- CAMINO A SAN LORENZO,,24,TOTORAL,357,SINSACATE,6,8291,8296,1995,SINSACATE,Córdoba,Argentina,"PUBLICA- CAMINO A SAN LORENZO, SINSACATE, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.24 DE SEPTIEMBRE,8 DE DICIEMBRE S/N,,24,TOTORAL,358,SITON,2,8297,8298,653,SITON,Córdoba,Argentina,"8 DE DICIEMBRE S/N, SITON, Córdoba, Argentina",,,,No Match,Google
ESC PROV MARIANO MORENO,PUBLICA S/N,,25,TULUMBA,360,CHURQUI CAÑADA,1,8323,8323,151,CHURQUI CAÑADA,Córdoba,Argentina,"PUBLICA S/N, CHURQUI CAÑADA, Córdoba, Argentina",,,,No Match,Google
ESC PROV JOSE MARMOL,CAMINO PROVINCIAL S/N,,25,TULUMBA,363,ISLA DE SAN ANTONIO,1,8333,8333,49,ISLA DE SAN ANTONIO,Córdoba,Argentina,"CAMINO PROVINCIAL S/N, ISLA DE SAN ANTONIO, Córdoba, Argentina",,,,No Match,Google
ESC LUIS E JUNCOS(EX NAC 212),LAS MASITAS,,25,TULUMBA,365,LAS MASITAS,1,8348,8348,14,LAS MASITAS,Córdoba,Argentina,"LAS MASITAS, LAS MASITAS, Córdoba, Argentina",,,,No Match,Google
ESC.MARIA L.ROBLEDO,PUBLICA,,25,TULUMBA,366,LUCIO V MANSILLA,4,8349,8352,1055,LUCIO V MANSILLA,Córdoba,Argentina,"PUBLICA, LUCIO V MANSILLA, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.D.F.SARMIENTO,JAVIER GARCIA,,25,TULUMBA,367,ROSARIO DEL SALADILLO,2,8353,8354,451,ROSARIO DEL SALADILLO,Córdoba,Argentina,"JAVIER GARCIA, ROSARIO DEL SALADILLO, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.V.MERCANTE,ONCATIVO,,25,TULUMBA,368,SAN JOSE DE LAS SALINAS,2,8355,8356,654,SAN JOSE DE LAS SALINAS,Córdoba,Argentina,"ONCATIVO, SAN JOSE DE LAS SALINAS, Córdoba, Argentina",,,,No Match,Google
ESC MANUEL BELGRANO,9 DE JULIO S/N,,25,TULUMBA,369,SAN PEDRO NORTE,2,8357,8358,600,SAN PEDRO NORTE,Córdoba,Argentina,"9 DE JULIO S/N, SAN PEDRO NORTE, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.DR.GARCIA GONZALEZ,JULIO A ROCA 115,,26,UNION,372,ALTO ALEGRE,4,8367,8370,1144,ALTO ALEGRE,Córdoba,Argentina,"JULIO A ROCA 115, ALTO ALEGRE, Córdoba, Argentina",,,,No Match,Google
ESCUELA N°9,BALLESTEROS SUD,,26,UNION,374,BALLESTEROS SUD,3,8384,8386,854,BALLESTEROS SUD,Córdoba,Argentina,"BALLESTEROS SUD, BALLESTEROS SUD, Córdoba, Argentina",,,,No Match,Google
ESC PONCIANO VIVANCO,AMEGHINO 155,,26,UNION,375,BELL VILLE,16,8445,8460,5504,BELL VILLE,Córdoba,Argentina,"AMEGHINO 155, BELL VILLE, Córdoba, Argentina",,,,No Match,Google
CENTRO POLIVALENTE DE ARTE,INTENDENTE MARTIN BARCIA 845,COUNTRY,26,UNION,375,BELL VILLE,2,8476,8477,688,BELL VILLE,Córdoba,Argentina,"INTENDENTE MARTIN BARCIA 845, BELL VILLE, Córdoba, Argentina",,,,No Match,Google
ESC PROV B ERNARDINO RIVADAVIA,RIVADAVIA 360,,26,UNION,376,BISMARCK,2,8478,8479,420,BISMARCK,Córdoba,Argentina,"RIVADAVIA 360, BISMARCK, Córdoba, Argentina",,,,No Match,Google
ESC PROV ALMAFUERTE,PUBLICA S/N,,26,UNION,377,BREMEN,1,8480,8480,239,BREMEN,Córdoba,Argentina,"PUBLICA S/N, BREMEN, Córdoba, Argentina",,,,No Match,Google
ESC DE COM JOSE M.ESTRADA,BELGRANO 548,,26,UNION,381,CINTRA,5,8505,8509,1421,CINTRA,Córdoba,Argentina,"BELGRANO 548, CINTRA, Córdoba, Argentina",,,,No Match,Google
ESC PROV B QUINQUELA MARTIN,SANTA FE S/N,,26,UNION,382,CHILIBROSTE,2,8510,8511,653,CHILIBROSTE,Córdoba,Argentina,"SANTA FE S/N, CHILIBROSTE, Córdoba, Argentina",,,,No Match,Google
ESCUELA AMADEO AUCHTER,CALLE 10 N°119,,26,UNION,394,ORDOÑEZ,7,8590,8596,2381,ORDOÑEZ,Córdoba,Argentina,"CALLE 10 N°119, ORDOÑEZ, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.M.SASTRE,PUBLICA,,26,UNION,396A,VILLA LOS PATOS,1,8628,8628,34,VILLA LOS PATOS,Córdoba,Argentina,"PUBLICA, VILLA LOS PATOS, Córdoba, Argentina",,,,No Match,Google
ESC.PROV.P.PIZZURNO,MAESTRO FERNANDEZ 538,,26,UNION,397,SAN ANTONIO,5,8629,8633,1516,SAN ANTONIO,Córdoba,Argentina,"MAESTRO FERNANDEZ 538, SAN ANTONIO, Córdoba, Argentina",,,,No Match,Google
IPEM 167 JOSE MANUEL ESTRADA,B. DE O HIGGINS 2656,,1,CAPITAL,12F,JOSE HERNANDEZ,10,2400,2409,3422,Córdoba,Córdoba,Argentina,"B. DE O HIGGINS 2656, Córdoba, Córdoba, Argentina",-31.4413026,-64.1687677,"Av. O' Higgins 2656, Córdoba, Argentina",Partial Match,Google
ESC JOSE M ESTRADA,AV B DE O HIGGINS KM 8 1/2,,1,CAPITAL,12H,LOS CERVECEROS,7,2467,2473,2422,Córdoba,Córdoba,Argentina,"AV B DE O HIGGINS KM 8 1/2, Córdoba, Córdoba, Argentina",-31.4703619,-64.1684118,"Av. O' Higgins, Córdoba, Argentina",Partial Match,Google
J DE INF RAUL A.FERREYRA,B DE O HIGGINS 3500,,1,CAPITAL,12H,LOS CERVECEROS,3,2474,2476,1038,Córdoba,Córdoba,Argentina,"B DE O HIGGINS 3500, Córdoba, Córdoba, Argentina",-31.454309,-64.1688934,"Av. O' Higgins 3500, X5014IGT Córdoba, Argentina",Partial Match,Google
ESC   RICARDO PALMA,D ALEMBERT Y GAUSS,,1,CAPITAL,14L,VILLA BELGRANO,7,3168,3174,2394,Córdoba,Córdoba,Argentina,"D ALEMBERT Y GAUSS, Córdoba, Córdoba, Argentina",-31.3609391,-64.2526777,"Carlos Federico Gauss & Juan Dalembert, Córdoba, Argentina",Partial Match,Google
JOSE LUIS SERCIC,PEREZ CORREA 1500,M DE SOBREMONTE,1,CAPITAL,7E,MARQUES DE SOBREMONTE,8,820,827,2768,Córdoba,Córdoba,Argentina,"PEREZ CORREA 1500, Córdoba, Córdoba, Argentina",-31.367183,-64.1930136,"Carlos Pérez Correa 1500, Córdoba, Argentina",Partial Match,Google
ESC PETER PAN,P DE GUZMAN 131,B°M DE SOBREMONTE,1,CAPITAL,7E,MARQUES DE SOBREMONTE,15,802,816,5198,Córdoba,Córdoba,Argentina,"P DE GUZMAN 131, Córdoba, Córdoba, Argentina",-31.4166672,-64.1761947,"Blvd. Guzmán 131, X5000FJB Córdoba, Argentina",Partial Match,Google
ESC NACIONES UNIDAS,CTDA 8 s/n,,1,CAPITAL,7F,JORGE NEWBERY,9,845,853,3096,Córdoba,Córdoba,Argentina,"CTDA 8 s/n, Córdoba, Córdoba, Argentina",-31.4200321,-64.1845239,"Buenos Aires 324, X5022 Dean Funes, Córdoba, Argentina",Partial Match,Google
ESC FRANCISCO VIDAL,FRAGUEIRO 4200,"MANZANA ""C""",1,CAPITAL,7G,PANAMERICANO,12,878,889,4062,Córdoba,Córdoba,Argentina,"FRAGUEIRO 4200, Córdoba, Córdoba, Argentina",-31.3652595,-64.1838913,"Mariano Fragueiro 4200, X5001GDZ Córdoba, Argentina",Partial Match,Google
ESC JUVENILIA,ZARATE 2083,,1,CAPITAL,9C,LOS PARAISOS,7,1072,1078,2408,Córdoba,Córdoba,Argentina,"ZARATE 2083, Córdoba, Córdoba, Argentina",-31.3758963,-64.2015169,"Agustín Zárate 2083, Córdoba, Argentina",Partial Match,Google
ESC SANTA TERESA DE JESUS,OBISPO TREJO Y SANABRIA 160,,1,CAPITAL,1,SECCIONAL PRIMERA,10,38,47,3420,Córdoba,Córdoba,Argentina,"OBISPO TREJO Y SANABRIA 160, Córdoba, Córdoba, Argentina",-30.8915186,-63.2548515,"Obispo Trejo y Sanabria, La Puerta, Córdoba, Argentina",Partial Match,Google
ESC JUAN BAUTISTA ALBERDI,GRAL PAZ 486,,1,CAPITAL,2,SECCIONAL SEGUNDA,18,48,65,6145,Córdoba,Córdoba,Argentina,"GRAL PAZ 486, Córdoba, Córdoba, Argentina",-31.4097177,-64.1844183,"Av. Gral. Paz 486, X5022 Córdoba, Argentina",Partial Match,Google
ESC MARIANO MORENO,SANTA ROSA ESQ SANTA FE 1299,,1,CAPITAL,3,SECCIONAL TERCERA,13,113,125,4472,Córdoba,Córdoba,Argentina,"SANTA ROSA ESQ SANTA FE 1299, Córdoba, Córdoba, Argentina",-31.4073917,-64.2003448,"Sta Rosa & Sta Fe, Córdoba, Argentina",Partial Match,Google
ESC GDOR ALVAREZ,C ARENAL 699,,1,CAPITAL,4,NUEVA CORDOBA,9,160,168,3105,Córdoba,Córdoba,Argentina,"C ARENAL 699, Córdoba, Córdoba, Argentina",-31.4343488,-64.1786462,"Av. Concepción Arenal 699, Córdoba, Argentina",Partial Match,Google
FAC DE CIENCIAS ECONOMICAS,AV VALPARAISO CDAD UNIVERSITARIA,,1,CAPITAL,4,NUEVA CORDOBA,18,169,186,6194,Córdoba,Córdoba,Argentina,"AV VALPARAISO CDAD UNIVERSITARIA, Córdoba, Córdoba, Argentina",-31.4374039,-64.1864303,"Av. Cd. de Valparaiso 1627, Córdoba, Argentina",Partial Match,Google
ESC ERNESTO BANCALARI,MONTERROSO 4597,B° ARTIGAS,1,CAPITAL,4A,PUEBLO LAS FLORES,7,187,193,2422,Córdoba,Córdoba,Argentina,"MONTERROSO 4597, Córdoba, Córdoba, Argentina",-31.4641349,-64.2003215,"Victoriano Monterroso 4597, Córdoba, Argentina",Partial Match,Google
ESC ALMAFUERTE,CHANETON 390,B° SAN FERNANDO,1,CAPITAL,4A,PUEBLO LAS FLORES,7,194,200,2422,Córdoba,Córdoba,Argentina,"CHANETON 390, Córdoba, Córdoba, Argentina",-31.4472564,-64.1925266,"Abel Chaneton 390, X5016BMB Córdoba, Argentina",Partial Match,Google
ESC COM R ECHEGOYEN,J I DIAZ 200,B° EJERCITO ARGENTINO,1,CAPITAL,4A,PUEBLO LAS FLORES,8,201,208,2768,Córdoba,Córdoba,Argentina,"J I DIAZ 200, Córdoba, Córdoba, Argentina",-31.4456748,-64.195192,"Cnel. José Javier Díaz 200, Córdoba, Argentina",Partial Match,Google
ESC ING MASJOAN,P.L.DE CABRERA ESQ.TANTI B°V. REVOL,,1,CAPITAL,4B,VILLA REVOL,9,265,273,3096,Córdoba,Córdoba,Argentina,"P.L.DE CABRERA ESQ.TANTI B°V. REVOL, Córdoba, Córdoba, Argentina",-31.4478252,-64.1714704,"Tanti & Pedro Luis Cabrera, Córdoba, Argentina",Partial Match,Google
ESC SAN JOSE DE CALASANZ,PIZARRO ESQ. NIVOLI,,1,CAPITAL,4C,INAUDI,6,285,290,1996,Córdoba,Córdoba,Argentina,"PIZARRO ESQ. NIVOLI, Córdoba, Córdoba, Argentina",-31.4764902,-64.1940394,"Tte. Nivoli & Pizarro, Córdoba, Argentina",Partial Match,Google
COL VILLA EUCARISTICA,CNO A SAN CARLOS KM.5 1/2,,1,CAPITAL,4D,VILLA EUCARISTICA,7,299,305,2225,Córdoba,Córdoba,Argentina,"CNO A SAN CARLOS KM.5 1/2, Córdoba, Córdoba, Argentina",-31.518383,-64.1691363,"Camino a San Carlos, Córdoba, Argentina",Partial Match,Google
ESC ESPAÑA,M BRAVO Y ENTRE RIOS,,1,CAPITAL,5,ALTAMIRA,17,322,338,5780,Córdoba,Córdoba,Argentina,"M BRAVO Y ENTRE RIOS, Córdoba, Córdoba, Argentina",-31.4255912,-64.1219945,"Entre Ríos & Mario Bravo, X5006 Córdoba, Argentina",Partial Match,Google
ESC MUNICIPAL A GASTALDI,ALMAGRO 5500,COL LOLA,1,CAPITAL,5A,COLONIA LOLA,6,363,368,1998,Córdoba,Córdoba,Argentina,"ALMAGRO 5500, Córdoba, Córdoba, Argentina",-31.4410533,-64.1154632,"Almagro 5500, Córdoba, Argentina",Partial Match,Google
ESC   9 DE JULIO,JOSE A CABRERA 4717,,1,CAPITAL,5B,DEAN FUNES,6,379,384,1888,Córdoba,Córdoba,Argentina,"JOSE A CABRERA 4717, Córdoba, Córdoba, Argentina",-31.4443496,-64.1220999,"José Antonio Cabrera 4717, Córdoba, Argentina",Partial Match,Google
ESC MARTIN DE GÜEMES,OBPO CASTELLANOS 256,B°MÜLLER,1,CAPITAL,5D,MALDONADO,9,444,452,3069,Córdoba,Córdoba,Argentina,"OBPO CASTELLANOS 256, Córdoba, Córdoba, Argentina",-31.4129107,-64.1388541,"Obispo Castellano 256, X5006JHF Córdoba, Argentina",Partial Match,Google
ESC TENIENTE GRAL ARAMBURU,GARIBALDI B°ALTO GRAL PAZ 710,,1,CAPITAL,6,ALTO GRAL PAZ,9,564,572,2951,Córdoba,Córdoba,Argentina,"GARIBALDI B°ALTO GRAL PAZ 710, Córdoba, Córdoba, Argentina",-31.4051836,-64.1564286,"José Garibaldi 710, X5004CTB Córdoba, Argentina",Partial Match,Google
COL   SAN RAMON NONATO,AVDA   PATRIA   B°ALTO GRAL PAZ 282,,1,CAPITAL,6,ALTO GRAL PAZ,7,573,579,2289,Córdoba,Córdoba,Argentina,"AVDA   PATRIA   B°ALTO GRAL PAZ 282, Córdoba, Córdoba, Argentina",-31.4105568,-64.15727,"Av. Patria 282, X5022CPQ Córdoba, Argentina",Partial Match,Google
ESC VAN GELDEREN,CNO CHACRA DE LA MERCED KM 6 1/2,,1,CAPITAL,6B,CHACRA DE LA MERCED,1,581,581,216,Córdoba,Córdoba,Argentina,"CNO CHACRA DE LA MERCED KM 6 1/2, Córdoba, Córdoba, Argentina",-31.4024734,-64.1195123,"Camino Chacra de la Merced, Córdoba, Argentina",Partial Match,Google
ESC GABRIELA MISTRAL,LEONOR DE TEJEDA 1353,,1,CAPITAL,6D,JUNIORS,10,617,626,3390,Córdoba,Córdoba,Argentina,"LEONOR DE TEJEDA 1353, Córdoba, Córdoba, Argentina",-31.4186125,-64.1651967,"Da. Leonor de Tejeda 1353, X5004NXI Córdoba, Argentina",Partial Match,Google
ESC BRIGADIER C SAAVEDRA,ARENALES Y LA PLATA,,1,CAPITAL,6D,JUNIORS,12,627,638,4059,Córdoba,Córdoba,Argentina,"ARENALES Y LA PLATA, Córdoba, Córdoba, Argentina",-31.4207593,-64.1697952,"Av. Gral. Alvarez de Arenales & La Plata, Córdoba, Argentina",Partial Match,Google
ESC TRANSITO CACERES DE ALLEND,CNO CHACRA DE LA MERCED KM 9 Y 1/2,,1,CAPITAL,6E,LA FLORESTA SUD,7,639,645,2291,Córdoba,Córdoba,Argentina,"CNO CHACRA DE LA MERCED KM 9 Y 1/2, Córdoba, Córdoba, Argentina",-31.4024734,-64.1195123,"Camino Chacra de la Merced, Córdoba, Argentina",Partial Match,Google
ESC R GÜIRALDES,24 DE SETIEMBRE 2400,,1,CAPITAL,6F,YAPEYU,12,646,657,4092,Córdoba,Córdoba,Argentina,"24 DE SETIEMBRE 2400, Córdoba, Córdoba, Argentina",-31.4101876,-64.1522517,"Av. 24 de Septiembre 2400, X5004FUJ Córdoba, Argentina",Partial Match,Google
ESC JORGE NEWBERY (CIRC 7F),MATIENZO 5895,,1,CAPITAL,7,AEROPUERTO,1,670,670,112,Córdoba,Córdoba,Argentina,"MATIENZO 5895, Córdoba, Córdoba, Argentina",-31.4526424,-64.1762928,"Jose Moretto 5895, Córdoba, Argentina",Partial Match,Google
ESC   UNESCO,JUAN B JUSTO/AV N SRA D LOS MILAGROS,,1,CAPITAL,7A,GUIÑAZU,14,677,690,4747,Córdoba,Córdoba,Argentina,"JUAN B JUSTO/AV N SRA D LOS MILAGROS, Córdoba, Córdoba, Argentina",-31.3413674,-64.1790713,"Milagros de la Vega, Córdoba, Argentina",Partial Match,Google
ESC MANUEL LUCERO,MANUEL LUCERO 560,,1,CAPITAL,7B,ALTA CORDOBA,19,691,709,6555,Córdoba,Córdoba,Argentina,"MANUEL LUCERO 560, Córdoba, Córdoba, Argentina",-31.3911027,-64.1818955,"Dr. Manuel Lucero 560, X5001ANL Córdoba, Argentina",Partial Match,Google
INST CORAZON DE MARIA,A DEL VISO 445,,1,CAPITAL,7B,ALTA CORDOBA,14,721,734,4830,Córdoba,Córdoba,Argentina,"A DEL VISO 445, Córdoba, Córdoba, Argentina",-31.3946469,-64.1815479,"Antonio del Viso 445, X5001AHI Córdoba, Argentina",Partial Match,Google
INST NUESTRA MADRE DE LA MERCE,M FRAGUEIRO 2400,,1,CAPITAL,7B,ALTA CORDOBA,13,735,747,4476,Córdoba,Córdoba,Argentina,"M FRAGUEIRO 2400, Córdoba, Córdoba, Argentina",-31.3875716,-64.1838189,"Mariano Fragueiro 2400, X5001GCP Córdoba, Argentina",Partial Match,Google
ESC J NEWBERY,MATIENZO 5895,,1,CAPITAL,7C,CNO. A PAJAS BLANCAS,1,757,757,8,Córdoba,Córdoba,Argentina,"MATIENZO 5895, Córdoba, Córdoba, Argentina",-31.4526424,-64.1762928,"Jose Moretto 5895, Córdoba, Argentina",Partial Match,Google
ESC PTE SARMIENTO,R SAENZ PEÑA 1212,,1,CAPITAL,7D,COFICO,11,758,768,3718,Córdoba,Córdoba,Argentina,"R SAENZ PEÑA 1212, Córdoba, Córdoba, Argentina",-31.4027394,-64.1829338,"Av. Roque Sáenz Peña 1212, X5000JFH Córdoba, Argentina",Partial Match,Google
ESC PCIA DE FORMOSA,RODRIGUEZ PEÑA 1548,,1,CAPITAL,7D,COFICO,8,769,776,2703,Córdoba,Córdoba,Argentina,"RODRIGUEZ PEÑA 1548, Córdoba, Córdoba, Argentina",-31.3961773,-64.1903365,"N. Rodríguez Peña 1548, Córdoba, Argentina",Partial Match,Google
ESC HONORATO LACONI,T DE IROBI,,1,CAPITAL,7E,MARQUES DE SOBREMONTE,15,787,801,5205,Córdoba,Córdoba,Argentina,"T DE IROBI, Córdoba, Córdoba, Argentina",-31.3638807,-64.1949891,"Tomás de Irobi, Córdoba, Argentina",Partial Match,Google
IPEM 338,FRANCISCO SUAREZ 3760,,1,CAPITAL,7E,MARQUES DE SOBREMONTE,7,828,834,2422,Córdoba,Córdoba,Argentina,"FRANCISCO SUAREZ 3760, Córdoba, Córdoba, Argentina",-31.3735708,-64.1948808,"Francisco Suárez 3760, Córdoba, Argentina",Partial Match,Google
